datetime,city,state,country,shape,duration (seconds),comments,latitude,longitude
1/1/2013,jacksonville beach,fl,us,disk,900,Aircraft with multiple flashing lights hovering over the ocean with a beam shining on the water.,30.2944444,-81.3933333
1/1/2013,westminster,vt,us,oval,5,There was a golden orb that slowly moved across the sky and disappeared before I got outside.,43.0677778,-72.4591667
1/1/2013,lake worth,fl,us,fireball,90,Red Fireball sited in the sky witnessed by 8 on New Years Day,26.6155556,-80.0572222
1/1/2013,sacramento,ca,us,light,1200,On the right side of the moon&#44two red objects(lights) appeared. They climbed in altitude then faded away into the night sky. They then,38.5816667,-121.4933333
1/1/2013,pittsburgh,pa,us,circle,2,On my couch watching Reds on direct tv (actually DVR)) I witnessed two circular craft lift from behind hill.  I&#39m 44.,40.4405556,-79.9961111
1/1/2013,lahaina (maui),hi,us,fireball,90,Orange white fireball over Lahaina Maui Hawaii,20.8783333,-156.6825
1/1/2013,east mesa/tempe,az,,formation,4200,Bright lights in Formation Over Tempe East Mesa/Apache Junction,33.37451,-111.911424
1/1/2013,sarasota,fl,us,light,300,9 orange lights slowly move across sky all but one in pairs.,27.3361111,-82.5308333
1/1/2013,stockton,ca,us,triangle,120,Trinagular object flying low slowly across sky with alluminated outline.,37.9577778,-121.2897222
1/1/2013,lacrosse,wi,,formation,180,Three orange lights triangle formation circling with simular light following close behind.,43.801356,-91.239581
1/1/2013,st. peters,pa,us,light,10,At around 20:00 local time I noticed a reddish light crossing the sky it was about 2 times the perceived size of a planet and about 2,40.18,-75.7311111
1/1/2013,weaverville,ca,us,fireball,15,Unfortunately it has to be classified as a light in the sky.  But it was more then just that&#33,40.7311111,-122.9408333
1/1/2013,springdale,ut,us,oval,60,Round UFO sighting in Zion Canyon,37.1888889,-112.9977778
1/1/2013,orlando,fl,us,fireball,180,Orange Fireballs in Southern Sky Orlando Florida,28.5380556,-81.3794444
1/1/2013,anaheim,ca,us,unknown,900,Silent hovering orange light at about 500 ft and about 1oo yds away.and disappeared in an instant.,33.8352778,-117.9136111
1/1/2013,honolulu,hi,us,fireball,180,Fireball object in downtown Honolulu that changed direction and hovered.,21.3069444,-157.8583333
1/1/2013,new port richey,fl,us,changing,11,Two Orange/ Yellowish morphing objects 40&#39 in the air with no sound accelerated at an increadible speed.,28.2438889,-82.7194444
1/1/2013,fountain hills,az,us,other,300,Observed flash in night sky at southern direction from 33 latitude and 111 longitude at 30-35 degree altitiude of bright(full moon) int,33.6116667,-111.7166667
1/1/2013,martinez,ga,us,other,30,((HOAX??))  UFO gives friends a sunburn.,33.5172222,-82.0758333
1/2/2013,langley,wa,us,chevron,120,Shiny Boomerang shape flying over Langley,48.0402778,-122.405
1/2/2013,seattle,wa,us,light,900,Glowing light hovering over north Seattle.,47.6063889,-122.3308333
1/2/2013,erlanger,ky,us,cylinder,180,Cylindrical object in the sky over Northern Kentucky,39.0166667,-84.6008333
1/2/2013,corona,ny,us,other,300,2 Bright Lights seen in Queens NY,40.7469444,-73.8605556
1/2/2013,manchester,ct,us,circle,30,3 Bright Lights over Manchester Connecticut,41.7758333,-72.5219444
1/2/2013,cutler bay or miami,fl,,oval,1.2,Saw a deep red ball that appeared to have flaring flames surrounding it about 1/8th the size of the small star like ball moving at airp,25.789097,-80.204044
1/2/2013,reno,nv,us,sphere,7200,7+ spherical craft south/southwest of Reno NV.  ((NUFORC Note:  Sighting of Sirius which is located below Orion.  PD)),39.5297222,-119.8127778
1/2/2013,chico,ca,us,circle,45,UFO over Chico Ca about 10:45pm on 1/2/13,39.7286111,-121.8363889
1/3/2013,langford (canada),bc,,light,1,Bright light flew quickly overhead.,48.450556,-123.505833
1/3/2013,phoenix,az,us,,300,Strange orange light start on side of sky.  Then at very fast pace went across  and stay still fir a moment hen went up and down patter,33.4483333,-112.0733333
1/3/2013,ottawa (canada),on,ca,disk,60,Disc shaped blue light on top white and red on the bottom.,45.416667,-75.7
1/3/2013,elizabeth,nj,us,unknown,1500,Extremely loud noise hovering over our house for over 20 minutes.,40.6638889,-74.2111111
1/3/2013,dhoon glen (isle of man) (uk/england),,,other,180,Differing mysterious objects in same area repeated sightings.,54.25,-4.366667
1/3/2013,coalinga,ca,us,disk,3600,A saucer shape object that seemed lilted &amp; it was hovering in place &amp; sometimes it seemed small then it would get bigger at times.,36.1397222,-120.3591667
1/3/2013,bedford,ny,us,triangle,180,Football sized UFO over the town of Bedford,41.2041667,-73.6441667
1/3/2013,hugo,co,us,light,180,Star Like Lights,39.1361111,-103.4694444
1/3/2013,charlotte court house,va,us,light,180,Orange light moved slowly across sky and then disappeared,37.0563889,-78.6386111
1/3/2013,roseville,ca,us,,120,Two red lights in the sky,38.7522222,-121.2869444
1/3/2013,clayton,nc,us,cylinder,300,Flashing red and blue lights with white lights in center of cylinder object,35.6505556,-78.4566667
1/3/2013,mason,tn,us,light,7200,In the sky just down from the Big Dipper was a light that darted side to side up and down and then would hover in the same position,35.4116667,-89.5327778
1/3/2013,rockford,il,us,disk,60,Large object with many bright lights.,42.2711111,-89.0938889
1/3/2013,yankton,sd,us,circle,5,8 orange lights appear and disappear within 3 to 5 seconds west of Yankton.,42.8711111,-97.3969444
1/3/2013,weaverville,ca,us,sphere,7,Night sighting and not a convential aircraft,40.7311111,-122.9408333
1/3/2013,fairfax,ca,us,sphere,1200,Saw a brightly glowing object in the sky that was pulsating red blue green and white light and was completely soundless.  ((Sirius?)),37.9872222,-122.5877778
1/3/2013,fair oaks,ca,us,oval,300,5 ufo&#39s very bright then turned dark and flew directly over us having no sound.,38.6447222,-121.2711111
1/3/2013,terrebonne,or,us,unknown,180,A red ribbon-like moving shape flying next to the butte in Terrebonne OR.,44.3530556,-121.1766667
1/3/2013,san gwann (malta),,,sphere,2,Bright Green sphere of light.  ((NUFORC Note:  Possible meteor?  PD)),35.909444,14.478611
1/3/2013,deer mountain,ut,,light,3,Green orb passes window near Park City UT.,40.65932,-111.410706
1/4/2013,brimfield,ma,us,circle,300,Four spheres darting in the sky.  ((NUFORC Note:  Possible advertising lights?  PD)),42.1227778,-72.2013889
1/4/2013,eldridge,ia,us,unknown,900,Craft hovered for approx 10-15 mins.; seemed to.change shape occasionally and also color from green red blue and white.,41.6580556,-90.5844444
1/4/2013,los angeles,ca,us,light,10,Two bright objects slowly moving and disappearing together.,34.0522222,-118.2427778
1/4/2013,arcadia,fl,us,other,600,2 large orange lights from southeast to northwest route absolutley no sound.,27.2155556,-81.8586111
1/4/2013,rotonda,fl,us,other,1800,Object over Rotonda Florida.,26.8833333,-82.2902778
1/4/2013,sioux falls,sd,us,disk,300,4 or 5 saucers flying in the same direction of a dark orange color.,43.55,-96.7
1/4/2013,oakdale,pa,us,light,600,Small red and blue dot working its way across the sky in slow circles.,40.3980556,-80.1858333
1/4/2013,mount juliet,tn,us,fireball,180,Bright orange light with rays and beams coming out flying over hovering and then disappeared straight up.,36.2,-86.5186111
1/4/2013,milwaukie,or,us,light,900,Red light moving slow from afar almost thought was a star but as we noticed its color and speed and comparing to planes it was not.,45.4463889,-122.6380556
1/4/2013,rochester,mn,us,cross,300,Five bright orange lights (cross shape upon closer inspection) hovering over Rochester MN.,44.0216667,-92.4697222
1/5/2013,cedar rapids,ia,us,circle,480,2 star like lights traveling slowly across cedar rapids sky.,42.0083333,-91.6438889
1/5/2013,seattle,wa,us,circle,5,Lights over Aurora.,47.6063889,-122.3308333
1/5/2013,loveland,co,us,oval,900,The appearance of the object in the sky its shape and ability to hover; the military jets suggested the gov&#39t saw the object as well.,40.3977778,-105.0744444
1/5/2013,huntington beach,ca,us,triangle,300,4 glowing orange small triangular lights.,33.6602778,-117.9983333
1/5/2013,fountain valley,ca,us,formation,1200,Cluster of glowing ufos in formation over Fountain valley at 5:45 PM Jan 5 2013.,33.7091667,-117.9527778
1/5/2013,adachi-ku (tokyo) (japan),,,chevron,5,Two crescent shaped lightless soundless craft traveling at supersonic speeds over Tokyo.,35.775664,139.804479
1/5/2013,canton,oh,us,light,120,Multiple red lights moving across the sky.,40.7988889,-81.3786111
1/5/2013,milan,ny,us,fireball,2,A bright green firework/comet-like object descended to the ground at a 45-degree angle.  ((NUFORC Note:  Possible meteor??  PD)),41.9533333,-73.7925
1/5/2013,santa monica,ca,us,circle,10,Red glowing orb vanishes in to thin air.,34.0194444,-118.4902778
1/5/2013,gun barrel city,tx,us,circle,60,Red/Orange Orb Over East Texas 1-5-13.,32.3344444,-96.1511111
1/5/2013,portland,me,us,circle,240,2 glowing orbs silently flew over Portland.,43.6613889,-70.2558333
1/5/2013,reno/sparks,nv,,fireball,120,We saw two bright fire lights shoot up to the sky at a fast steady rate until they disappeared behind the clouds.,39.505468,-119.692686
1/5/2013,north arlington,nj,us,fireball,180,Red fireball..,40.7883333,-74.1336111
1/5/2013,easthampton,ma,us,fireball,300,Witnessed a fireball pass perpendicularly over I-91 overpasses lost sight drove about a mile then took video.,42.2666667,-72.6694444
1/5/2013,markesan,wi,us,triangle,300,Rock/triangle shaped objects in the sky,43.7072222,-88.99
1/6/2013,canoga park,ca,us,light,60,Very bright white light even glowing object the size was about two 747 airplaines nose to tail.,34.2011111,-118.5972222
1/6/2013,canyon lake,tx,us,triangle,300,First a triangle bright no sound then transformed into a circular object.  No movement then progressed quietly.,29.875,-98.2622222
1/6/2013,ogden,ut,us,cigar,60,Possible UFO Sighting  On the 6 th of January I decided to get a new wallpaper photo for my  phone. It was a sunny and cold day.,41.2230556,-111.9730556
1/6/2013,miami,fl,us,formation,120,White dots flying in V formation.,25.7738889,-80.1938889
1/6/2013,claremore,ok,us,light,720,Very bright light changed shapes flashing lights went straight up in sky had smoke coming out.,36.3125,-95.6158333
1/6/2013,springfield,il,us,circle,120,Two circular red glowing orbs.  Not pulsating.,39.8016667,-89.6436111
1/6/2013,fenton,mo,us,light,1200,I &amp; two others were driving westbound on highway 44 towards Fenton Missouri. I was sitting in the rear of the car when I happen.,38.5130556,-90.4358333
1/6/2013,cedar rapids,ia,us,light,600,5 bright orange lights moving together hovering then disappearing quickly - no sound.,42.0083333,-91.6438889
1/6/2013,grand cayman island,,,circle,60,Object came across 7 mile beach from ocean. Stopped then took off into space at high rate of speed. Event reocurred a few mins later i,19.32217,-81.240869
1/6/2013,whitefish,mt,us,other,120,Spotted being seen by don k chevrolet and glacier bank right in town headed torward  glacier park four leaf clover shaped ship lots of,48.4111111,-114.3366667
1/6/2013,dennisport,ma,,fireball,600,Two orange balls in the sky of Cape Cod.,41.658445,-70.128629
1/6/2013,moundville,al,us,triangle,600,3 adults witnessed 7 lighted flying objects moving in a straight line the last one falling.,32.9975,-87.63
1/6/2013,kennett square,pa,us,unknown,1800,Flashing light hovers in sky.,39.8466667,-75.7119444
1/6/2013,denton,tx,us,circle,10,Circular orange light fell from sky then disappeared.,33.2147222,-97.1327778
1/6/2013,oley,pa,us,circle,2700,Numerous red orbs above Oley.,40.3875,-75.79
1/6/2013,reading/ruscombmanor township,pa,,light,15,Reader saw 6-8 orange lights in northern sky moving east.  Couldn&#39t identify them.,40.4251,-75.818042
1/6/2013,hyannis,ma,us,oval,2700,UFO seen in downtown Hyannis on two occasions within the hour of January 6 2013.,41.6527778,-70.2833333
1/6/2013,fort lauderdale,fl,us,,120,Red formation of lights appear about 10 up and then down northerly flow fort lauderdale.,26.1219444,-80.1436111
1/6/2013,chesapeake,va,us,triangle,900,Dark triangular craft with bright yellow light and smaller red and blue lights moved at pace of 25-30 mph.,36.8188889,-76.2752778
1/7/2013,springfield,ma,us,light,240,((HOAX??))  Young man and woman are awakened by a loud humming sound; they are pressed down in their bed.,42.1013889,-72.5902778
1/7/2013,sedona,az,us,unknown,600,Weird loud engine noise flying over my house sounded like a slow garbage disposal,34.8697222,-111.7602778
1/7/2013,baltimore,md,us,circle,900,I was in the car; all of a sudden there was a bright orb that emitted another orb and it looped or twisted.,39.2902778,-76.6125
1/7/2013,nashville,tn,us,sphere,600,Three spheres in the N.E. sky departing in sequence on 1/7/2013.,36.1658333,-86.7844444
1/7/2013,scarborough (canada),on,ca,circle,1200,Initially i did not notice but when i got home during the process of my time laps i notice something like this this was a form of a ri,43.75,-79.2
1/7/2013,madison,wi,us,fireball,120,Red light hovering in sky over Lake Mendota too high and could not be tower as it was over the lake constant red light (no blinking),43.0730556,-89.4011111
1/7/2013,swansea (uk/wales),,gb,flash,10,Green pulsating lights over loughor setting off house and car alarms.,51.633333,-3.966667
1/8/2013,sioux falls (outskirts of),sd,us,triangle,30,Triangular 30- 40 seconds multiple bright lights moving away slowly with no sound at all.,43.55,-96.7
1/8/2013,culver city,ca,us,disk,1800,Colorful UFO seen swooping and ascending at top speeds and disappearing and reappearing in West LA area,34.0211111,-118.3955556
1/8/2013,gibsonville,nc,us,triangle,300,Huge big lights on front.,36.1055556,-79.5425
1/8/2013,cape girardeau,mo,us,cigar,180,Strange Sight About Cape,37.3058333,-89.5180556
1/8/2013,old town,me,us,light,1500,Bright green light suddenly appeared in the middle of the sky and shot straight downward as fast as a shooting star.,44.9341667,-68.6458333
1/8/2013,rock hill,sc,us,fireball,900,5 small balls of Orange light in a cluster.,34.9247222,-81.0252778
1/8/2013,longs,sc,us,light,300,Three bright red lights seen moving together.,33.9383333,-78.7333333
1/8/2013,bountiful,ut,us,fireball,1133,Several orange fire balls some caught on video,40.8894444,-111.88
1/8/2013,funston,ga,us,unknown,30,Orange lights suspended in the sky,31.1997222,-83.8736111
1/8/2013,vestal,ny,us,triangle,180,Triangle aircraft in Vestal NY.,42.085,-76.0541667
1/8/2013,vancouver (canada),bc,ca,fireball,3,Green Fireball sighting at the edge of Stanley Park in Vancouver BC Canada,49.25,-123.133333
1/8/2013,keizer,or,us,changing,360,A round shape with dome cover and changing lights hovering over homes making a humming noise and moving fast.,44.9902778,-123.025
1/9/2013,burbank,ca,us,disk,10,Flying Saucer in my back yard.,34.1808333,-118.3080556
1/9/2013,grantsburg,wi,us,unknown,600,Hovering Blinking Dot and Red flashes on the ground,45.7763889,-92.6825
1/9/2013,waukesha,wi,us,disk,120,Hovering object then took off fast.,43.0116667,-88.2313889
1/9/2013,wheatland,ia,us,light,420,Large bright multicolored twinkling light just above western horizon.,41.8316667,-90.8380556
1/9/2013,wheatland,ia,us,light,420,Observed large multicolored twinking light hovering in western horizon which disappeared after 7 minutes.,41.8316667,-90.8380556
1/9/2013,medford,or,us,unknown,120,Sighting that seemed to be red balloons but was clearly not due to the spacing of the orbs? and behavior.,42.3266667,-122.8744444
1/9/2013,borehamwood (uk/england),,gb,circle,60,Circle of blinking white lights.,51.65,-0.266667
1/9/2013,clackmannanshire (forth valley) (uk/scotland),,gb,oval,3600,I have pictures of aliens please read help needed.,56.166667,-3.75
1/10/2013,beaverdam (canada),nb,ca,unknown,180,This is the second night that I witnessed this .. Lastnight also.I woke up right out of a sleep and was directed towards the window,54.203611,-110.306667
1/10/2013,montgomery,tx,us,sphere,8,Small metallic sphere that changes into a larger sphere of light.,30.3880556,-95.6961111
1/10/2013,mcgregor,mn,us,triangle,120,We seen an Explosion over Ft. Riply MN at 13:00 on Jan 10 2012 along with lots of UFO Activity.,46.6066667,-93.3136111
1/10/2013,milford,ma,us,triangle,60,Black triangle glider forty feet off ground red blue green lights on bottom moved slowly and quietly.,42.1397222,-71.5166667
1/10/2013,madison heights,mi,us,circle,10,Yellow/white orb hovering above I-696.  Slowly pulsating not flashing.  No sound.,42.4858333,-83.1052778
1/10/2013,chantilly,va,us,formation,120,Approximately 20 orange lights in formation moving with no sound.,38.8941667,-77.4313889
1/10/2013,springfield,oh,us,fireball,1800,Fireballs over Springfield Ohio.,39.9241667,-83.8088889
1/11/2013,greene/lewiston,me,,cigar,900,Heading south from Greene Maine to Lewiston Maine via route 202/Main St. 1 adult and 1 17 year old and myself noticed a cigar shaped.,44.09395,-70.158294
1/11/2013,hamlet,nc,us,sphere,120,A slow moving white and pale orange pulsating spherical object flying over Hamlet NC.,34.8847222,-79.6944444
1/11/2013,plantation,fl,us,,1800,Stationary single object seeming to be changing colors and shapes in the night sky.  ((NUFORC Note:  Possible sighting of Sirius?  PD)),26.1272222,-80.2333333
1/11/2013,portland/vancouver (on i-5 @ interstate bridge),or,,other,10800,((HOAX??))  Massive UFO sighting iin Portland Oregon&#33&#33 Something doesn&#39t feel right.,45.673804,-122.681248
1/11/2013,australia,,,disk,30,UFO in Western Australian skies.,-25.274398,133.775136
1/11/2013,perth (australia),,au,disk,10,UFO seen over Western Australian Skies.,-31.95224,115.861397
1/11/2013,orlando,fl,us,light,300,3 orange lights ascending and moving North over East Orlando 11/2013,28.5380556,-81.3794444
1/11/2013,miami,fl,us,fireball,10,Red UFO across Miami sky.,25.7738889,-80.1938889
1/12/2013,syracuse,ut,us,circle,480,Nine orange lights ascending into western sky over Antelope Island.,41.0894444,-112.0638889
1/12/2013,bozeman,mt,us,flash,3,Unidentified Flash.,45.6797222,-111.0377778
1/12/2013,vancouver,wa,us,circle,900,Orange red fireballs go slowly across vancouver sky caught on video.,45.6388889,-122.6602778
1/12/2013,orlando,fl,us,fireball,90,Orlando Florida Glowing Orange Balls About 90 seconds 6 orange balls traveling across sky East to West.,28.5380556,-81.3794444
1/12/2013,silver lake (los angeles),ca,,circle,60,Circular object with 4 legs and red and green lights spotted in Silver Lake CA at 5:00 PM,34.086941,-118.270204
1/12/2013,sacramento,ca,us,light,120,Orange lights near downtown.,38.5816667,-121.4933333
1/12/2013,clayton,ga,us,oval,300,At roughly 1700 hours my brother and best friend were leaving the house and noticed a cluster of lights in the sky behind the house.  I,34.8780556,-83.4011111
1/12/2013,biggar (south lanarkshire) (uk/scotland),,gb,sphere,21600,Strange lights in the sky.,55.616667,-3.516667
1/12/2013,kennesaw,ga,us,oval,60,ONE BRIGHT ORANGE OVAL SHAPED CRAFT CAME IN LIKE A JET TO WITHIN 300 YARDS OF HOME BUT SILENTLY AND THEN HOVERED SLOWLY BEFORE DISAPP,34.0233333,-84.6155556
1/12/2013,kennesaw,ga,us,oval,60,OVAL OBJECT ORANGE LOOKED METALLIC&#44OR SOLID. EMITTING HEAT WAVES CIRCLED IN A GLOW AND COMPLETY SILENT.,34.0233333,-84.6155556
1/12/2013,sioux falls,sd,us,light,120,An orange bright light pulsating over the east sky going south in Sioux Falls SD at 9:00 pm on January 12 2013.,43.55,-96.7
1/12/2013,lexington,sc,us,light,900,15 to 25 orange round lights above Lexington in a formation.,33.9813889,-81.2363889
1/12/2013,orem,ut,us,sphere,300,Two red/orange spheres over Orem Utah.,40.2969444,-111.6938889
1/13/2013,monterrey (mexico),,,light,900,Red light approaching stopped his movement.,25.686614,-100.316113
1/13/2013,troy,mi,us,circle,120,Orange flame like orbs in the sky turned triangular in shape and then disappeared.,42.6055556,-83.15
1/13/2013,courtenay (canada),bc,ca,light,1,Bright blue flash that lights up the night sky.,49.683333,-125
1/13/2013,jackson,mo,us,other,180,Star replacement moved across sky at jet speed and twice positioned itself where it stay for remaining night.,37.3822222,-89.6661111
1/13/2013,candler,nc,us,triangle,900,Black triangle with very bright white lights moving slowly flying low over western North Carolina,35.5363889,-82.6930556
1/13/2013,hampton,va,us,triangle,300,Strange slow-moving object over Hampton Roads Bridge Tunnel.,37.0297222,-76.3455556
1/13/2013,indian harbour beach,fl,us,fireball,180,Reddish Orange Orb like sphere seen flying in different directions and then disappearing.,28.1486111,-80.5886111
1/13/2013,oakland,ca,us,light,300,Blinking stationary light.,37.8044444,-122.2697222
1/14/2013,milwaukee,wi,us,triangle,7200,((HOAX??))  Triangle ufo gang.,43.0388889,-87.9063889
1/14/2013,perris,ca,us,light,2,Blue light over the horizon.,33.7825,-117.2277778
1/14/2013,bradford (uk/england),bc,gb,circle,86400,((HOAX)) Circle and big.,51,-3.183333
1/14/2013,rancho cucamonga,ca,us,sphere,300,January 14 2013 at 7:00 a.m. UFO sphere with fire in Rancho Cucamonga CA near Alta Loma High School.,34.1063889,-117.5922222
1/14/2013,thomaston,ct,us,oval,120,Bright metallic oval object.,41.6738889,-73.0736111
1/14/2013,pascoag,ri,us,light,120,Glowing orange light larger than north star located north hovers and travels down past tree line.,41.9555556,-71.7027778
1/14/2013,scottsdale,az,us,fireball,3600,Reddish/orangish lights blinking turning off and reappearing at a modest altitude for an hour.,33.5091667,-111.8983333
1/14/2013,waukegan,il,us,other,90,Mom and 8 yr old daughter see a lighted star shaped object with trailing flames above tree in back yard.,42.3636111,-87.8447222
1/14/2013,maricopa,az,us,light,1800,As many as 5 large bright orange lights seen hovering near Ak-Chin Casino south of Maricopa Arizona.,33.0580556,-112.0469444
1/14/2013,lewiston,me,us,light,30,Bright star like light disappears as it moves south.,44.1002778,-70.2152778
1/14/2013,canberra (australia),,au,triangle,5,A large black craft with V formation dull glowing lights cruising silently.,-35.27603,149.13435
1/14/2013,muskegon,mi,us,circle,600,Round low flying object.  White light.,43.2341667,-86.2483333
1/14/2013,north eastham,ma,us,light,420,Bright white light hovering above trees accompanied by loud noise disappears suddenly.,41.865,-69.9916667
1/15/2013,irvington,ny,us,unknown,1200,UFO with colored moving lights and symbols on it,41.0388889,-73.8655556
1/15/2013,olympia,wa,us,fireball,2,White turning to blue fireball over Olympia  airport.,47.0380556,-122.8994444
1/15/2013,fort dodge,ia,us,triangle,300,I was watching out my window as I usually do because I see them every night. We werewatching four bright lights apeard hot pink and we.,42.4975,-94.1677778
1/15/2013,loris,sc,us,light,30,2 more pairs of light sightings over Myrtle Beach.,34.0561111,-78.8905556
